anio;mes;provincia;canton;producto;presentacion;tipo;precio_prom_usd;precio_prom_usd_kg
2016;Octubre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;100;2,2
2016;Octubre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;110;2,42
2016;Octubre;Manabi;Pichincha ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;103;2,27
2016;Octubre;Manabi;Pichincha ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;118;2,6
2016;Octubre;Manabi;Pichincha ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;42;0,93
2016;Octubre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;40;0,88
2016;Octubre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;105;2,31
2016;Octubre;Manabi;Santa Ana;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;97;2,14
2016;Octubre;Manabi;Santa Ana;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;101;2,23
2016;Noviembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34,5;0,76
2016;Noviembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;89;1,96
2016;Noviembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98;2,16
2016;Noviembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2016;Noviembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;95;2,09
2016;Noviembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;100;2,2
2016;Noviembre;Manabi;Pichincha ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;87;1,92
2016;Noviembre;Manabi;Pichincha ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;109;2,4
2016;Noviembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;91,67;2,02
2016;Noviembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2016;Noviembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;35;0,77
2016;Noviembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;90;1,98
2016;Noviembre;Manabi;Santa Ana;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;90,67;2
2016;Noviembre;Manabi;Santa Ana;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;94;2,07
2016;Diciembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2016;Diciembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;82,5;1,82
2016;Diciembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;92,5;2,04
2016;Diciembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;38;0,84
2016;Diciembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;85;1,87
2016;Diciembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;90;1,98
2016;Diciembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;76,25;1,68
2016;Diciembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;84,75;1,87
2016;Diciembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;35;0,77
2016;Diciembre;Manabi;Santa Ana;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;84;1,85
2016;Diciembre;Manabi;Santa Ana;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;87;1,92
2017;Enero;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32;0,71
2017;Enero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;78;1,72
2017;Enero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;88;1,94
2017;Febrero;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;29;0,64
2017;Febrero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;73,5;1,62
2017;Febrero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;82,5;1,82
2017;Febrero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Febrero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;73;1,61
2017;Febrero;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Marzo;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;44,25;0,98
2017;Marzo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;95;2,09
2017;Marzo;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;26,5;0,58
2017;Marzo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;71;1,56
2017;Marzo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;80,5;1,77
2017;Marzo;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;27,5;0,61
2017;Marzo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;74;1,63
2017;Marzo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;79,25;1,75
2017;Marzo;Manabi;Pichincha ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;75;1,65
2017;Marzo;Manabi;Pichincha ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;93;2,05
2017;Marzo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;76,33;1,68
2017;Marzo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;87,67;1,93
2017;Marzo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Marzo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Marzo;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Abril;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32,67;0,72
2017;Abril;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75,5;1,66
2017;Abril;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;81,33;1,79
2017;Abril;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;27,5;0,61
2017;Abril;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;68,75;1,52
2017;Abril;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;78,75;1,74
2017;Abril;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28,25;0,62
2017;Abril;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;69,25;1,53
2017;Abril;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;74,75;1,65
2017;Abril;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;77;1,7
2017;Abril;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;85;1,87
2017;Abril;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Abril;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Abril;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Abril;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;50;1,1
2017;Abril;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;70;1,54
2017;Mayo;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2017;Mayo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;78;1,72
2017;Mayo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;83,75;1,85
2017;Mayo;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28,4;0,63
2017;Mayo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;70,2;1,55
2017;Mayo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;80;1,76
2017;Mayo;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;27,4;0,6
2017;Mayo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;70,4;1,55
2017;Mayo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;75,6;1,67
2017;Mayo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;74;1,63
2017;Mayo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;88;1,94
2017;Mayo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Mayo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Mayo;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;23,25;0,51
2017;Mayo;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Mayo;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;62,5;1,38
2017;Mayo;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;77;1,7
2017;Junio;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28;0,62
2017;Junio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;74,4;1,64
2017;Junio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;79,4;1,75
2017;Junio;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;26,6;0,59
2017;Junio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;67,2;1,48
2017;Junio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;76,2;1,68
2017;Junio;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;27;0,6
2017;Junio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;70;1,54
2017;Junio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;76,67;1,69
2017;Junio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;72;1,59
2017;Junio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;86,75;1,91
2017;Junio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;61,67;1,36
2017;Junio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70,83;1,56
2017;Junio;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;24;0,53
2017;Junio;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25,17;0,55
2017;Junio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;66,67;1,47
2017;Junio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;82,33;1,81
2017;Julio;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;25,75;0,57
2017;Julio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;70,5;1,55
2017;Julio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;76;1,68
2017;Julio;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;25,25;0,56
2017;Julio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;65,5;1,44
2017;Julio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;75;1,65
2017;Julio;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;25;0,55
2017;Julio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;65,5;1,44
2017;Julio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;71,25;1,57
2017;Julio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;71,25;1,57
2017;Julio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;85,55;1,89
2017;Julio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Julio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Julio;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;21;0,46
2017;Julio;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Julio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;63,75;1,41
2017;Julio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;77,13;1,7
2017;Agosto;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;26,8;0,59
2017;Agosto;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;73;1,61
2017;Agosto;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;78;1,72
2017;Agosto;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;25,25;0,56
2017;Agosto;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;67;1,48
2017;Agosto;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;76,75;1,69
2017;Agosto;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;25,4;0,56
2017;Agosto;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;68,6;1,51
2017;Agosto;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;73,6;1,62
2017;Agosto;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;74;1,63
2017;Agosto;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;88;1,94
2017;Agosto;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Agosto;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Agosto;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;22;0,48
2017;Agosto;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Agosto;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;64;1,41
2017;Agosto;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;75,4;1,66
2017;Septiembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28;0,62
2017;Septiembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;72;1,59
2017;Septiembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;77;1,7
2017;Septiembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;27;0,6
2017;Septiembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;67,5;1,49
2017;Septiembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;76,5;1,69
2017;Septiembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;26,5;0,58
2017;Septiembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;67,5;1,49
2017;Septiembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;73;1,61
2017;Septiembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75,13;1,66
2017;Septiembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;89,13;1,96
2017;Septiembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Septiembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Septiembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;21,5;0,47
2017;Septiembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Septiembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;64,5;1,42
2017;Septiembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;76;1,68
2017;Octubre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34,5;0,76
2017;Octubre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;79;1,74
2017;Octubre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;84;1,85
2017;Octubre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32,6;0,72
2017;Octubre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75,4;1,66
2017;Octubre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;83,6;1,84
2017;Octubre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32;0,71
2017;Octubre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75,2;1,66
2017;Octubre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;80,2;1,77
2017;Octubre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;79,6;1,75
2017;Octubre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;94,12;2,07
2017;Octubre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2017;Octubre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;70;1,54
2017;Octubre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;22;0,48
2017;Octubre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Octubre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;67;1,48
2017;Octubre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;79;1,74
2017;Noviembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;38;0,84
2017;Noviembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;81,25;1,79
2017;Noviembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;86,25;1,9
2017;Noviembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2017;Noviembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;76,25;1,68
2017;Noviembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;85,75;1,89
2017;Noviembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34,4;0,76
2017;Noviembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;77;1,7
2017;Noviembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;83;1,83
2017;Noviembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;82,25;1,81
2017;Noviembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;96,44;2,13
2017;Noviembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;64;1,41
2017;Noviembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;74;1,63
2017;Noviembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;25;0,55
2017;Noviembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25;0,55
2017;Noviembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;74,25;1,64
2017;Noviembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;84,25;1,86
2017;Diciembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34,5;0,76
2017;Diciembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75;1,65
2017;Diciembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;81,5;1,8
2017;Diciembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30,75;0,68
2017;Diciembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;71;1,56
2017;Diciembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;79,25;1,75
2017;Diciembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30,25;0,67
2017;Diciembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;70,5;1,55
2017;Diciembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;75,5;1,66
2017;Diciembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;72;1,59
2017;Diciembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;85,48;1,88
2017;Diciembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;56,25;1,24
2017;Diciembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;65,75;1,45
2017;Diciembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;23,5;0,52
2017;Diciembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;21,25;0,47
2017;Diciembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;66,75;1,47
2017;Diciembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;78,25;1,72
2018;Enero;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2018;Enero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;73;1,61
2018;Enero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;79,75;1,76
2018;Enero;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32,2;0,71
2018;Enero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;72,6;1,6
2018;Enero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;81,6;1,8
2018;Enero;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30,6;0,67
2018;Enero;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;71,2;1,57
2018;Enero;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;77;1,7
2018;Enero;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75;1,65
2018;Enero;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;88,2;1,94
2018;Enero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;60;1,32
2018;Enero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;66,25;1,46
2018;Enero;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;22,2;0,49
2018;Enero;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;21,25;0,47
2018;Enero;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;65;1,43
2018;Enero;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;77,8;1,71
2018;Febrero;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;39,5;0,87
2018;Febrero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;79,5;1,75
2018;Febrero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;85,75;1,89
2018;Febrero;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;36,5;0,8
2018;Febrero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;81,5;1,8
